id,text,preprocessed_text
1463743002606665739,WAHAHAHHAHAHAHA BOOM PANES DI LAHAT NG NAKAGRADUATE MATALINO YUNG IBA NAGMAMAGALING LNG HAHAHAHA🤣🤣🤣,wahahahhahahaha boom panes di lahat ng nakagraduate matalino yung iba nagmamagaling lng hahahaha.
1463240165896327168,Ngayon ko lang napansin to. bwisit talaga!!!!,ngayon ko lang napansin to. bwisit talaga!
1463240742671839235,diba!!! tas isang award lang yung inannounce nila. sobrang obvious na talaga na ginagamit lg sila for the audience.,diba! tas isang award lang yung inannounce nila. sobrang obvious na talaga na ginagamit lg sila for the audience.
1463241059345965056,Sobra!! Ang kapal talaga ng mga to uggghhhh nanggigigil na naman ako sa kanilaaaa 🙄🙄🙄,sobra!! ang kapal talaga ng mga to uggghhhh nanggigigil na naman ako sa kanilaaaa.
1463241990464684036,sobrang kapikon 😭😭😭 kung hindi lang talaga gustong gusto ni yoongi yung award eh wala na talaga kong pake sa mga pakshet na to,sobrang kapikon kung hindi lang talaga gustong gusto ni yoongi yung award eh wala na talaga kong pake sa mga pakshet na to.
1463243034779217921,MATUTULOG NA TALAGA AKO /srs,matutulog na talaga ako srs.
1463235913673150465,"K, bad ka. Dapat talaga sayo pinapatumba","k, bad ka. dapat talaga sayo pinapatumba."
1463238835115298816,"Lord, pag hindi pa talaga panahon, tanggap ko po. I will humbly submit to Your sovereignty. Ikaw na po bahala. I will let it slip through my mind. I will just let things be...","lord, pag hindi pa talaga panahon, tanggap ko po. i will humbly submit to your sovereignty. ikaw na po bahala. i will let it slip through my mind. i will just let things be."
1463239787960168448,sa mga palabas nalang talaga ako kikiligin eh no?,sa mga palabas nalang talaga ako kikiligin eh no?
1463243405635760128,Sarap magka ate talaga. 😭,sarap magka ate talaga.
1462646830454300672,Mariin namang napapikit si Kyungsoo at napayakap naman siya ng mahigpit sa kaibigan niya. Pakiramdam niya mali desisyon niya pero ayaw niya rin talaga na habang sila dito palang din naghihilom si Yixing sa nakaraan niya. It’s unfair to his side. He knows his worth.,mariin namang napapikit si kyungsoo at napayakap naman siya ng mahigpit sa kaibigan niya. pakiramdam niya mali desisyon niya pero ayaw niya rin talaga na habang sila dito palang din naghihilom si yixing sa nakaraan niya. its unfair to his side. he knows his worth.
1462646831960117251,"He deserves a man who has already moved forward and is ready to love a new one again. Hindi yung mahal nga siya pero stuck parin ito sa nakaraan niya kaya ngayon ay sobrang gulo ng isip at puso nito. Mahal niya si Yixing, sobra. Pero hindi siya magpapakatanga para rito.","he deserves a man who has already moved forward and is ready to love a new one again. hindi yung mahal nga siya pero stuck parin ito sa nakaraan niya kaya ngayon ay sobrang gulo ng isip at puso nito. mahal niya si yixing, sobra. pero hindi siya magpapakatanga para rito."
1462790884441800706,Nanatili naman sila Baekhyun at Sehun sa bahay nila Chanyeol para masamahan ni Baekhyun si Kyungsoo. Kasalukuyan namang nasa sala yung dalawa habang sila Chanyeol at Sehun ay nasa kusina. Naghahanda ng snacks si Chanyeol para sa kanila at tinutulungan naman siya ni Sehun.,nanatili naman sila baekhyun at sehun sa bahay nila chanyeol para masamahan ni baekhyun si kyungsoo. kasalukuyan namang nasa sala yung dalawa habang sila chanyeol at sehun ay nasa kusina. naghahanda ng snacks si chanyeol para sa kanila at tinutulungan naman siya ni sehun.
1462790886119526402,"“Sin.” Tawag ni Sehun. Saglit namang napatingin si Chanyeol sa kanya at ibinaling naman niya ulit ang tingin niya sa ginagawa niya. “Bakit?” ""I just want to say sorry sa ginawa ni Kuya Alon kay Mage. Di man kami sobrang close ni kuya I still want to say sorry on his behalf.”",sin. tawag ni sehun. saglit namang napatingin si chanyeol sa kanya at ibinaling naman niya ulit ang tingin niya sa ginagawa niya. bakit? i just want to say sorry sa ginawa ni kuya alon kay mage. di man kami sobrang close ni kuya i still want to say sorry on his behalf.
1462790887650430978,"Chanyeol pursed his lips as he lightly nodded his head. ""I appreciate that. And don't worry about it mas galit ako sa sarili ko kesa kay Kuya Alon."" Napatigil naman si Sehun sa ginagawa niya at napalingon siya kay Chanyeol. ""Dahil ba hinayaan mong mangyare ang mga nangyare?""",chanyeol pursed his lips as he lightly nodded his head. i appreciate that. and don't worry about it mas galit ako sa sarili ko kesa kay kuya alon. napatigil naman si sehun sa ginagawa niya at napalingon siya kay chanyeol. dahil ba hinayaan mong mangyare ang mga nangyare?
1462790889290428417,"Tumango naman si Chanyeol. ""Simula palang iba na pakiramdam ko kay Kuya Alon ehh pero hinayaan ko kasi gustong-gusto siya ni Mage. Kung san masaya si Mage dun ako."" Napatitig naman saglit si Sehun sa kanya at bahagya siyang napabuntong hininga.",tumango naman si chanyeol. simula palang iba na pakiramdam ko kay kuya alon ehh pero hinayaan ko kasi gustong-gusto siya ni mage. kung san masaya si mage dun ako. napatitig naman saglit si sehun sa kanya at bahagya siyang napabuntong hininga.
1462790890913615875,"Ibinaling naman ulit ni Sehun tingin niya sa ginagawa niya at dito na siya nagsalita. ""Sin, may gusto ka kay Mage diba?"" Natigilan naman si Chanyeol sa biglang tanong ni Sehun. ""I mean, mahal mo siya diba?"" Hindi naman makasagot si Chanyeol at napatingin lang siya sa kawalan.","ibinaling naman ulit ni sehun tingin niya sa ginagawa niya at dito na siya nagsalita. sin, may gusto ka kay mage diba? natigilan naman si chanyeol sa biglang tanong ni sehun. i mean, mahal mo siya diba? hindi naman makasagot si chanyeol at napatingin lang siya sa kawalan."
1462819338931474436,"Nilingon naman ni Sehun si Chanyeol at bahagya namang napangisi si Chanyeol. With Chanyeol's reaction, Sehun already knows the answer. Napabuntong hininga naman si Sehun sabay tango. ""I see. Mahal mo nga. I can tell matagal mo na siyang mahal tama ba?""","nilingon naman ni sehun si chanyeol at bahagya namang napangisi si chanyeol. with chanyeol's reaction, sehun already knows the answer. napabuntong hininga naman si sehun sabay tango. i see. mahal mo nga. i can tell matagal mo na siyang mahal tama ba?"
1462819342194593792,"Napabuntong hininga naman si Chanyeol at nagpatuloy naman siya sa pagtimpla ng maiinom nila. ""Ever since. But it doesn't matter. I'm already contented just being close to him. That's enough for me. And besides, mahal niya si Kuya Alon. Kita ko kung gaano niya siya kamahal.""","napabuntong hininga naman si chanyeol at nagpatuloy naman siya sa pagtimpla ng maiinom nila. ever since. but it doesn't matter. i'm already contented just being close to him. that's enough for me. and besides, mahal niya si kuya alon. kita ko kung gaano niya siya kamahal."
1462819343733964801,"""So, you won't try and confess to him?"" ""It's better to keep what I feel. Ayoko maguluhan si Mage. If I tell him what I feel mappressure yun. He’d feel bad kasi he can’t return the feelings. Baka masira lang din pagkakaibigan namin dahil dun.”","so, you won't try and confess to him? it's better to keep what i feel. ayoko maguluhan si mage. if i tell him what i feel mappressure yun. hed feel bad kasi he cant return the feelings. baka masira lang din pagkakaibigan namin dahil dun."
1462819345357148166,“Kaya ka ba may girlfriend?” “Huh?” “Kaya ka ba may girlfriend para maisantabi feelings mo para sa kanya?” Napahinga naman ng malalim si Chanyeol at naglakad naman siya papunta sa ref para kumuha ng yelo. “Nung una pero ngayon gusto ko narin naman si Riki.”,kaya ka ba may girlfriend? huh? kaya ka ba may girlfriend para maisantabi feelings mo para sa kanya? napahinga naman ng malalim si chanyeol at naglakad naman siya papunta sa ref para kumuha ng yelo. nung una pero ngayon gusto ko narin naman si riki.
1462819346871296004,“Pero si Mage parin top one sa puso mo?” Hindi naman sumagot si Chanyeol at inabala niya sarili niya sa tinitimpla niyang inumin. “Enough about us. Kayo ba ni Resi? Mutual naman feelings niyo at matagal niyo na kilala isa’t isa bat nasa ligawan stage kayo?”,pero si mage parin top one sa puso mo? hindi naman sumagot si chanyeol at inabala niya sarili niya sa tinitimpla niyang inumin. enough about us. kayo ba ni resi? mutual naman feelings niyo at matagal niyo na kilala isat isa bat nasa ligawan stage kayo?
1462819348888707078,"“‘Cause I still want to do it right. Slowly but surely. Atsaka matagal din yung mga taon na hindi kami nagkausap at nagkita. Madaming nagbago at nadagdag sa mga buhay namin kaya we still need to have this getting to know stage, this ligawan stage.”","cause i still want to do it right. slowly but surely. atsaka matagal din yung mga taon na hindi kami nagkausap at nagkita. madaming nagbago at nadagdag sa mga buhay namin kaya we still need to have this getting to know stage, this ligawan stage."
1462819350365151234,"“Hmm… sabagay. Pero teka matanong nga kita, nung una sabi mo raw kay Resi friends lang, bakit?” Bahagya namang umismid ng tawa si Sehun at medyo nakaramdam siya ng onting hiya rito. “Nakakahiya man amin pero natakot kasi ako.” “Natakot? Saan?”","hmm sabagay. pero teka matanong nga kita, nung una sabi mo raw kay resi friends lang, bakit? bahagya namang umismid ng tawa si sehun at medyo nakaramdam siya ng onting hiya rito. nakakahiya man amin pero natakot kasi ako. natakot? saan?"
1462819351845769217,“Natakot ako na baka umulit ulit yung sakit na naranasan ko sa nakaraan namin. Sa totoo lang yung biglang paglaho ni Resi sobrang naapektuhan ako nun. Mahal ko siya ehh tas bigla na lang siyang naglaho ng parang bula. I don’t even know what happened kaya di ko alam iisipin ko.”,natakot ako na baka umulit ulit yung sakit na naranasan ko sa nakaraan namin. sa totoo lang yung biglang paglaho ni resi sobrang naapektuhan ako nun. mahal ko siya ehh tas bigla na lang siyang naglaho ng parang bula. i dont even know what happened kaya di ko alam iisipin ko.
1462819353276018688,Napatango naman si Chanyeol sabay hingang malalim. “Sabagay. Kung ako rin nasa posisyon mo matatakot nga rin ako. Buti nagrisk ka ulit. Na-trigger ka ba nung supervisor ni Resi?” Di naman napigilan ni Sehun tawa niya pero tumango naman siya in response sa tanong ni Chanyeol.,napatango naman si chanyeol sabay hingang malalim. sabagay. kung ako rin nasa posisyon mo matatakot nga rin ako. buti nagrisk ka ulit. na-trigger ka ba nung supervisor ni resi? di naman napigilan ni sehun tawa niya pero tumango naman siya in response sa tanong ni chanyeol.
1462819354739806210,"“That actually really made me feel more scared but this time it’s scared about totally losing Resi. I mean, I’d rather be hurt again with the same pain from the past rather than being hurt from a new pain which is losing Resi to another person. Kaya I’m risking it.”","that actually really made me feel more scared but this time its scared about totally losing resi. i mean, id rather be hurt again with the same pain from the past rather than being hurt from a new pain which is losing resi to another person. kaya im risking it."
1462819356178452481,“Sir Clark became your wake up call huh?” “Yeah. I guess. Sana ikaw din magkaron ka ng taong gigising sayo.” “Tss. Gago. Ayos na nga ako sa sitwasyon namin ngayon.” “You’re saying that now kasi di pa secured talaga si Mage pero tignan mo talaga pag yan si Kuya Alon naging,sir clark became your wake up call huh? yeah. i guess. sana ikaw din magkaron ka ng taong gigising sayo. tss. gago. ayos na'nga ako sa sitwasyon namin ngayon. youre saying that now kasi di pa secured talaga si mage pero tignan mo talaga pag yan si kuya alon naging.
1462819357797486599,totoong maayos na at seseryosohin na niya talaga si Mage. You’ll feel what I felt talaga.” “Tigilan mo na nga ako dyan. Tara na. Tapos na ko dito. Tapos ka na ba dyan sa dip ng nachos?” Tumango naman si Sehun at binuhat naman na niya yung bowl ng dip at yung bowl ng nachos.,totoong maayos na at seseryosohin na niya talaga si mage. youll feel what i felt talaga. tigilan mo na'nga ako dyan. tara na. tapos na ko dito. tapos ka na ba dyan sa dip ng nachos? tumango naman si sehun at binuhat naman na niya yung bowl ng dip at yung bowl ng nachos.
1462819359429038084,Sabay naman na silang lumabas ng kusina at diretsong pumunta sa sala kung saan nag-uusap yung dalawang magkaibigan. Pagkarating nila doon ay di naman na umiiyak si Kyungsoo at nagchichismisan na yung dalawa. “Bilis naman makarecover sa iyak ni Mage.” Natatawang bulong ni Sehun.,sabay naman na silang lumabas ng kusina at diretsong pumunta sa sala kung saan nag-uusap yung dalawang magkaibigan. pagkarating nila doon ay di naman na umiiyak si kyungsoo at nagchichismisan na yung dalawa. bilis naman makarecover sa iyak ni mage. natatawang bulong ni sehun.
1462819360913776645,“Ganyan yan. Pero panigurado mamaya pag mag-isa na lang ulit yan iiyak na naman yan.” “Edi wag mo iwan mag-isa. Samahan mo matulog sa kwarto niya.” “Luh sira ka ba? Never pa nga akong nakapasok sa kwarto niyan.” “Luh talaga ba?”,ganyan yan. pero panigurado mamaya pag mag-isa na lang ulit yan iiyak na naman yan. edi wag mo iwan mag-isa. samahan mo matulog sa kwarto niya. luh sira ka ba? never pa'nga akong nakapasok sa kwarto niyan. luh talaga ba?
1462819362469933061,“Oo. I have full respect for him kaya I never enter his room. Mas nauna pa ngang makapasok dun si Kuya Alon kesa sa ‘kin ehh.” “Wow. Sa tagal niyong magkaibigan never ka pa talagang nakapasok dun?” “Oo nga. Siya madalas pumapasok sa kwarto ko kahit walang paalam.”,oo. i have full respect for him kaya i never enter his room. mas nauna pa ngang makapasok dun si kuya alon kesa sa kin ehh. wow. sa tagal niyong magkaibigan never ka pa talagang nakapasok dun? oo nga. siya madalas pumapasok sa kwarto ko kahit walang paalam.
1462819363979812867,"“Kahit papasukin ka niya sa kwarto niya di ka pumapasok?” “Oo. I make excuses. Anyway, tara na.” Nauna naman nang lumapit si Chanyeol kela Kyungsoo at Baekhyun at nilapag naman niya yung tray na may pitchel ng juice at mga baso sa lamesa.","kahit papasukin ka niya sa kwarto niya di ka pumapasok? oo. i make excuses. anyway, tara na. nauna naman nang lumapit si chanyeol kela kyungsoo at baekhyun at nilapag naman niya yung tray na may pitchel ng juice at mga baso sa lamesa."
1462819365712056327,Kinuha naman niya yung isang mug na andun na may lamang hot choco at ibinigay niya kay Kyungsoo. “Eto sayo. Swiss Miss with coffee and cream to make you calmer.” Napatingin naman si Kyungsoo kay Chanyeol at bahagya namang lumambot ang mga titig niya habang bahagyang napanguso.,kinuha naman niya yung isang mug na andun na may lamang hot choco at ibinigay niya kay kyungsoo. eto sayo. swiss miss with coffee and cream to make you calmer. napatingin naman si kyungsoo kay chanyeol at bahagya namang lumambot ang mga titig niya habang bahagyang napanguso.
1462819367385665536,"“Thank you, bes. You really know me.” Ngumiti lang naman si Chanyeol sa kanya at naupo siya sa tabi nito. Napapangisi naman si Sehun haban inilapag yung chips sa lamesa. Napansin naman ni Baekhyun yung ngisi nito kaya naman napatitig siya kay Sehun na medyo nakakunot ang noo.","thank you, bes. you really know me. ngumiti lang naman si chanyeol sa kanya at naupo siya sa tabi nito. napapangisi naman si sehun haban inilapag yung chips sa lamesa. napansin naman ni baekhyun yung ngisi nito kaya naman napatitig siya kay sehun na medyo nakakunot ang noo."
1462819369172357120,Naglakad naman papunta si Sehun kay Baekhyun at naupo siya sa tabi nito. “Bat ka ngumingisi dyan ha?” Agad na tanong ni Baekhyun kay Sehun. “Ha? Ahh wala naman.” “Wala daw.” Natawa naman ng kaonti si Sehun at piningot niya ang ilong ni Baekhyun na ikinabigla nung isa.,naglakad naman papunta si sehun kay baekhyun at naupo siya sa tabi nito. bat ka dyan ha? agad na tanong ni baekhyun kay sehun. ha? ahh wala naman. wala daw. natawa naman ng kaonti si sehun at piningot niya ang ilong ni baekhyun na ikinabigla nung isa.
1462819370820792324,"“Kulit talaga. Wala nga. Anyway, musta si Mage? Napahingang malalim naman si Baekhyun at kumuha naman siya ng chips doon sa bowl bago magsalita. “Medyo kalmado na siya. Sabi niya maayos naman pag-uusap nila ni Kuya Alon ehh. He just really chose to break up with him to give","kulit talaga. wala nga. anyway, musta si mage? napahingang malalim naman si baekhyun at kumuha naman siya ng chips doon sa bowl bago magsalita. medyo kalmado na siya. sabi niya maayos naman pag-uusap nila ni kuya alon ehh. he just really chose to break up with him to give."
1462819372389437444,Kuya Alon time to heal and move forward on his own. Sinabi naman niya sa kanya na if he’s already fully healed and have moved forward he’ll give him another chance.” “Really? Wow. Mahal na mahal niya nga talaga si Kuya Alon.” “Sobra. I get him naman. Iba talaga pag first love.”,kuya alon time to heal and move forward on his own. sinabi naman niya sa kanya na if hes already fully healed and have moved forward hell give him another chance. really? wow. mahal na mahal niya nga talaga si kuya alon. sobra. i get him naman. iba talaga pag first love.
1462819374067118085,"Napatitig naman si Sehun kay Baekhyun at bahagya naman siyang napangisi. “Hmm… speaking of first love, sino first love mo, kupz? Ako ba?” Para namang nabilaukan si Baekhyun sa kinakain niyang chips kaya naman dali-daling kumuha ng juice si Sehun at binigay ito kay Baekhyun.","napatitig naman si sehun kay baekhyun at bahagya naman siyang napangisi. hmm speaking of first love, sino first love mo, kupz? ako ba? para namang nabilaukan si baekhyun sa kinakain niyang chips kaya naman dali-daling kumuha ng juice si sehun at binigay ito kay baekhyun."
1462819375686184967,"“Luh. Babes, ayos ka lang? Anyare sayo dyan?” Alalang tanong ni Kyungsoo. Tumango naman si Baekhyun at ipinokus niya ang sarili sa pag-inom nung juice. Marahan namang hinimas ni Sehun sa likod si Baekhyun at pilit naman niyang pinipigilan ang mapangiti ng husto.","luh. babes, ayos ka lang? anyare sayo dyan? alalang tanong ni kyungsoo. tumango naman si baekhyun at ipinokus niya ang sarili sa pag-inom nung juice. marahan namang hinimas ni sehun sa likod si baekhyun at pilit naman niyang pinipigilan ang mapangiti ng husto."
1462909562659299329,☽ 91 yieee resi pers lab ang clae-clae,91 yieee resi pers lab ang clae-clae.
1462912185386999817,☽ 92 sige sirain niyo happiness ni clae-clae 🤣,92 sige sirain niyo happiness ni clae-clae.
1463058381137059842,☽ 93 in thiz houz paladesisyon uz 😮‍💨,93 in thiz houz paladesisyon uz.
1463078774019223553,☽ 95 sA iYo 😳💓 aNg frEsH 🍃💨 cOnFidEnCe kO 😘😍,95 sa iyo ang fresh confidence ko.
1463240133038149634,☽ 96 lakas talaga clae-clae,96 lakas talaga clae-clae.
1463271118165315586,☽ 99 update niyo kasi si babes dib 🤧,99 update niyo kasi si babes dib.
1464055145050689537,~ Bago magtanghalian naman pumunta si Sehun sa bahay nila Baekhyun. Sinabihan kasi siya ng nanay ni Baekhyun na doon na lang sila mananghalian. Pagkarating naman ni Sehun doon ay naliligo pa si Baekhyun kaya naman tinulungan niya munang magluto ang nanay ni Baekhyun.,bago magtanghalian naman pumunta si sehun sa bahay nila baekhyun. sinabihan kasi siya ng nanay ni baekhyun na doon na lang sila mananghalian. pagkarating naman ni sehun doon ay naliligo pa si baekhyun kaya naman tinulungan niya munang magluto ang nanay ni baekhyun.
1464055146711633930,"""Musta naman panliligaw mo kay Resi, anak?"" Tanong ng nanay ni Baekhyun. ""Ayos naman po, tita. Di naman po ako masyadong pinapahirapan ni Resi. Pero tita ang tigas ng ulo talaga ng anak niyo po. Pag may overtime sila laging nagpapalipas ng hapunan.""","musta naman panliligaw mo kay resi, anak? tanong ng nanay ni baekhyun. ayos naman po, tita. di naman po ako masyadong pinapahirapan ni resi. pero tita ang tigas ng ulo talaga ng anak niyo po. pag may overtime sila laging nagpapalipas ng hapunan."
1464055148225843204,"""Ay nako, anak. Yan din sinesermon ko kay Resi. Sinabing kumain siya sa tamang oras tuwing nag-oovertime sila kasi nga mahina katawan niya."" ""Kaya nga po tita ehh. Pero tita di uubra yun sa 'kin kaya ginagawa ko tita pinupuntahan ko siya sa opisina nila para dalan ng pagkain.""","ay nako, anak. yan din sinesermon ko kay resi. sinabing kumain siya sa tamang oras tuwing nag-oovertime sila kasi nga mahina katawan niya. kaya nga po tita ehh. pero tita di uubra yun sa 'kin kaya ginagawa ko tita pinupuntahan ko siya sa opisina nila para dalan ng pagkain."
1464055149886799874,"Bahagya namang natawa ang nanay ni Baekhyun at napatango pa ito ng ulo. ""Tama yan. Dapat talaga sapilitan para sumunod yan."" Napatingin naman ang nanay ni Baekhyun kay Sehun at napangiti naman ito ng malambot dito. ""Anak, maraming salamat ha? Salamat at inaalagaan mo anak ko.""","bahagya namang natawa ang nanay ni baekhyun at napatango pa ito ng ulo. tama yan. dapat talaga sapilitan para sumunod yan. napatingin naman ang nanay ni baekhyun kay sehun at napangiti naman ito ng malambot dito. anak, maraming salamat ha? salamat at inaalagaan mo anak ko."
1464055151497338882,"Napabaling naman ang tingin ni Sehun dito at hiya naman siyang napangiti. ""Responsibilidad ko po yun, tita. Kaakibat po ng pagmamahal ko sa kanya ang pag-alaga sa kanya."" ""Tama talaga pakiramdam ko sayo nung una kitang nakita sa palengke. Sabi na mabuti kang bata.""","napabaling naman ang tingin ni sehun dito at hiya naman siyang napangiti. responsibilidad ko po yun, tita. kaakibat po ng pagmamahal ko sa kanya ang pag-alaga sa kanya. tama talaga pakiramdam ko sayo nung una kitang nakita sa palengke. sabi na mabuti kang bata."
1464055153120538628,"Ngumiti na lang naman si Sehun at nagpatuloy na sila sa niluluto nila. Maya-maya naman ay biglang sumigaw si Baekhyun mula sa taas dahil sa 2nd floor bathroom siya naligo. ""Inay!!! Asan po yung mga shampoo?! Wala na pong shampoo dito!"" ""Ayy anak! Andito sa baba! Nasa banyo!""",ngumiti na lang naman si sehun at nagpatuloy na sila sa niluluto nila. maya-maya naman ay biglang sumigaw si baekhyun mula sa taas dahil sa 2nd floor bathroom siya naligo. inay! asan po yung mga shampoo?! wala na pong shampoo dito! ayy anak! andito sa baba! nasa banyo!
1464055154802446339,"""Paakyatan po ako, nay!"" Kikilos na sana ang nanay ni Baekhyun para kuhanan ng shampoo ang anak pero pinigilan naman ito ni Sehun. ""Tita ako na po. Pagpatuloy niyo na lang po pagluluto niyo dyan."" ""Ahh osige, anak. Andun lang sa bungad na lagayan yung mga shampoo.""","paakyatan po ako, nay! kikilos na sana ang nanay ni baekhyun para kuhanan ng shampoo ang anak pero pinigilan naman ito ni sehun. tita ako na po. pagpatuloy niyo na lang po pagluluto niyo dyan. ahh osige, anak. andun lang sa bungad na lagayan yung mga shampoo."
1464055156203397125,"""Sige po. Kuhanan ko na po si Resi."" Dali-dali namang tumakbo si Sehun papunta sa banyo at agad naman niyang nakita yung mga shampoo. Kinuha niya yung isang malaki at mabilis na siyang tumakbo papunta sa taas.",sige po. kuhanan ko na po si resi. dali-dali namang tumakbo si sehun papunta sa banyo at agad naman niyang nakita yung mga shampoo. kinuha niya yung isang malaki at mabilis na siyang tumakbo papunta sa taas.
1464055157684006917,Pagkarating naman niya doon ay di naman niya inaasahan na maaabutan niya sa may hallway si Baekhyun na nakatapis at basang-basa ang buhok. Napatitig naman siya rito mula ulo pababa sa paa at bahagya naman siyang napalunok.,pagkarating naman niya doon ay di naman niya inaasahan na maaabutan niya sa may hallway si baekhyun na nakatapis at basang-basa ang buhok. napatitig naman siya rito mula ulo pababa sa paa at bahagya naman siyang napalunok.
1464055159252676610,"Alam naman niyang maputi si Baekhyun pero di niya inaasahan na ganito itp kaputi at kakinis ang balat. Bahagya naman siyang nagulat nung biglang napalingon sa gawi niya si Baekhyun. ""Ay chanak ka! Bakit andito ka na?!""",alam naman niyang maputi si baekhyun pero di niya inaasahan na ganito itp kaputi at kakinis ang balat. bahagya naman siyang nagulat nung biglang napalingon sa gawi niya si baekhyun. ay chanak ka! bakit andito ka na?!
1464055160708108293,Gulat na sigaw ni Baekhyun at napatakip naman siya sa katawan niya gamit ang mga kamay niya. Mabilis namang napatalikod si Sehun at ramdam naman niya yung bilis ng kabog ng dibdib niya. Di niya sinasadya pero nakita niya yung mga pandesal ni Baekhyun sa harap.,gulat na sigaw ni baekhyun at napatakip naman siya sa katawan niya gamit ang mga kamay niya. mabilis namang napatalikod si sehun at ramdam naman niya yung bilis ng kabog ng dibdib niya. di niya sinasadya pero nakita niya yung mga pandesal ni baekhyun sa harap.
1464055162188664836,"Kung titignan mo si Baekhyun mukha siyang patpatin pero pagnakita mo na yung katawan nito ay may tinatago rin talagang mga muscles ito. ""Soㅡsorry, Resi. Nagluluto kasi si tita kaya ako na kumuha nung shampoo."" ""Asan na yung shampoo?!"" ""Eㅡeto.""","kung titignan mo si baekhyun mukha siyang patpatin pero pagnakita mo na yung katawan nito ay may tinatago rin talagang mga muscles ito. sosorry, resi. nagluluto kasi si tita kaya ako na kumuha nung shampoo. asan na yung shampoo?! eeto."
1464055163677646850,"Lilingon na dapat si Sehun para i-abot yung shampoo pero bigla namang sumigaw si Baekhyun. ""Wag ka lilingon! I-abot mo lang yung shampoo! Ako lalapit para kunin! Paglumingon ka itutulak kita talaga dyan!"" Mabilis namang tumango si Sehun at inabot niya sa likod yung shampoo.",lilingon na dapat si sehun para i-abot yung shampoo pero bigla namang sumigaw si baekhyun. wag ka lilingon! i-abot mo lang yung shampoo! ako lalapit para kunin! paglumingon ka itutulak kita talaga dyan! mabilis namang tumango si sehun at inabot niya sa likod yung shampoo.
1464055165481144320,Dahan-dahan namang lumapit si Baekhyun sa kanya at mabilis naman nitong kinuha yung shampoo atsaka humaripas ng takbo pabalik sa loob ng banyo. Pagkapasok niya sa banyo ay nagpakawala siya ng sobrang lalim na buntong hininga at dito naman lalo niyang naramdaman ang hiya.,dahan-dahan namang lumapit si baekhyun sa kanya at mabilis naman nitong kinuha yung shampoo atsaka humaripas ng takbo pabalik sa loob ng banyo. pagkapasok niya sa banyo ay nagpakawala siya ng sobrang lalim na buntong hininga at dito naman lalo niyang naramdaman ang hiya.
1464303545599946752,☽ 101 cutie mo clae-clae 🤣,101 cutie mo clae-clae.
1464309839950069764,☽ 102 tama yan kuya keen itrigger mo pa 😌,102 tama yan kuya keen itrigger mo pa.
1464314269164470273,☽ 103 hinga lang clae-clae 😮‍💨,103 hinga lang clae-clae.
1464317029503012867,☽ 105 gutom na ang resi 😗,105 gutom na ang resi.
1464888420434472962,☽ 106 - narration dito ko na lang lagay medyo mahaba ehh ✨ privatter.net/p/8213088 ✨ ps. happy sunday (o^－^o),106 - narration dito ko na lang lagay medyo mahaba ehh ps. happy sunday (oo).
1464898479218511878,☽ 107 talaga ba mageni? 🤧,107 talaga ba mageni?
1464904789930643459,☽ 108 aww resi niyo babie pa raw 😮‍💨,108 aww resi niyo babie pa raw.
1464909779780849667,☽ 109 shutacca talaga mageni 🤣,109 shutacca talaga mageni.
1464913940836614147,☽ 110 taena mage HAHAHAHAHAHAHA,110 taena mage hahahahahahaha.
1464915130022436867,"/commercial/ sabog ako dun sa tweet ni resi di ko alam bat ko na type ""yung mata"". iniisip ko bat ko tinype yun ૮(꒦ິཅ꒦ິ)ა sensya na kayo ( ･ᴗ･̥̥̥ )",commercial sabog ako dun sa tweet ni resi di ko alam bat ko na type yung mata. iniisip ko bat ko tinype yun  sensya na kayo.
1465343807566745605,☽ 111 babie ang resi 🤧,111 babie ang resi.
1463243147845472256,Sobrang blessed ko talaga na meron akong super bait na TL and love na love ako 😭,sobrang blessed ko talaga na meron akong super bait na tl and love na love ako.
1463243341928484865,Thank you ate Joy!! 🥰🥰 As in yung pagiging ate niya extended lalo na nung nalaman niya yung nangyari sa akin 😭,thank you ate joy!! as in yung pagiging ate niya extended lalo na nung nalaman niya yung nangyari sa akin.
1462679855993032705,The traumatized urge to overexplain para di matwist ang words mo against you,the urge to overexplain para di matwist ang words mo against you.
1463243434366357504,Oo stalker ako saka subtweet talaga yan sayo 😔😔😔,oo stalker ako saka subtweet talaga yan sayo.
1463148886894297088,"I think wala namang problema sa management kung gusto nilang magpahinga, is just that super dame lang talagang kumakatok na opportunity para sa boys this past few months. They are so lucky di lahat nabibigyan ng ganyang klaseng atensyon. I know some artist tuluyan na talagang +","i think wala namang problema sa management kung gusto nilang magpahinga, is just that super dame lang talagang kumakatok na opportunity para sa boys this past few months. they are so lucky di lahat nabibigyan ng ganyang klaseng atensyon. i know some artist tuluyan na talagang."
1463148889591226370,namahinga ang career. Kaya grab lang ng grab hanggat merong offer lalo na kung endoresement Probably makakapagrest din sila after ng mga projects na na-oohan na nila. Be patient Pau indemand talaga kayo lalo bermonths after nun ok na ulit. @SB19Official #SB19 #Bazinga_SB19,namahinga ang career. kaya grab lang ng grab hanggat merong offer lalo na kung endoresement probably makakapagrest din sila after ng mga projects na na-oohan na nila. be patient pau indemand talaga kayo lalo bermonths after nun ok na ulit.
1463161469135208458,Kng team abroad ka.Hindi uso ang pahinga..Hanggat my part time job na pwd ka.Papasukin mo talaga..,kng team abroad uso ang my part time job na pwd mo talaga.
